2026-01-19T18:08:27-03:00 srv1 samba[880]: [2026/01/19 18:08:27.172392,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:11-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:11-03:00 srv1 samba[782]: [2026/01/25 06:21:11.253293,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:11-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:11-03:00 srv1 samba[782]: [2026/01/25 06:21:11.429931,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:11-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:11-03:00 srv1 samba[782]: [2026/01/25 06:21:11.597630,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:11-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:11-03:00 srv1 samba[782]: [2026/01/25 06:21:11.787827,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:11-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:11-03:00 srv1 samba[782]: [2026/01/25 06:21:11.976854,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:11-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:12-03:00 srv1 samba[782]: [2026/01/25 06:21:12.158171,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:12-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:12-03:00 srv1 samba[782]: [2026/01/25 06:21:12.282254,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:12-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:12-03:00 srv1 samba[782]: [2026/01/25 06:21:12.417829,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:12-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:12-03:00 srv1 samba[782]: [2026/01/25 06:21:12.588408,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:12-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:12-03:00 srv1 samba[782]: [2026/01/25 06:21:12.720836,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:12-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:12-03:00 srv1 samba[782]: [2026/01/25 06:21:12.847013,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:12-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:12-03:00 srv1 samba[782]: [2026/01/25 06:21:12.983337,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:12-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:13-03:00 srv1 samba[782]: [2026/01/25 06:21:13.107124,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:13-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:13-03:00 srv1 samba[782]: [2026/01/25 06:21:13.216204,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:13-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:13-03:00 srv1 samba[782]: [2026/01/25 06:21:13.351799,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:21:13-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:21:13-03:00 srv1 samba[782]: [2026/01/25 06:21:13.606214,  0] source4/dsdb/dns/dns_update.c:85(dnsupdate_nameupdate_done)
2026-01-25T06:21:13-03:00 srv1 samba[782]:   dnsupdate_nameupdate_done: Failed DNS update with exit code 44
2026-01-25T06:31:05-03:00 srv1 samba[782]: [2026/01/25 06:31:05.077248,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:05-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:05-03:00 srv1 samba[782]: [2026/01/25 06:31:05.251905,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:05-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:05-03:00 srv1 samba[782]: [2026/01/25 06:31:05.375440,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:05-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[533cf283-fd83-429d-91f0-d87a18a19af8] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:05-03:00 srv1 samba[782]: [2026/01/25 06:31:05.514107,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:05-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:05-03:00 srv1 samba[782]: [2026/01/25 06:31:05.661991,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:05-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:05-03:00 srv1 samba[782]: [2026/01/25 06:31:05.789799,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:05-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:05-03:00 srv1 samba[782]: [2026/01/25 06:31:05.914792,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:05-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:06-03:00 srv1 samba[782]: [2026/01/25 06:31:06.040593,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:06-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:06-03:00 srv1 samba[782]: [2026/01/25 06:31:06.205060,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:06-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:06-03:00 srv1 samba[782]: [2026/01/25 06:31:06.336258,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:06-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.0d491fd4-d42c-4d74-9d49-6745cf273338.domains] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:06-03:00 srv1 samba[782]: [2026/01/25 06:31:06.460259,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:06-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:06-03:00 srv1 samba[782]: [2026/01/25 06:31:06.656495,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:06-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._udp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:06-03:00 srv1 samba[782]: [2026/01/25 06:31:06.787809,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:06-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_kerberos._tcp.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:06-03:00 srv1 samba[782]: [2026/01/25 06:31:06.935704,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:06-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kpasswd._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:07-03:00 srv1 samba[782]: [2026/01/25 06:31:07.071478,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:07-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kpasswd._udp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:07-03:00 srv1 samba[782]: [2026/01/25 06:31:07.216798,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:07-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:07-03:00 srv1 samba[782]: [2026/01/25 06:31:07.367617,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:07-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:07-03:00 srv1 samba[782]: [2026/01/25 06:31:07.540037,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:07-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_kerberos._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:07-03:00 srv1 samba[782]: [2026/01/25 06:31:07.672434,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:07-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_kerberos._tcp.Default-First-Site-Name._sites.dc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:07-03:00 srv1 samba[782]: [2026/01/25 06:31:07.806382,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:07-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.pdc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:07-03:00 srv1 samba[782]: [2026/01/25 06:31:07.959758,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:07-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:08-03:00 srv1 samba[782]: [2026/01/25 06:31:08.090739,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:08-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:08-03:00 srv1 samba[782]: [2026/01/25 06:31:08.225550,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:08-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_gc._tcp] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:08-03:00 srv1 samba[782]: [2026/01/25 06:31:08.362440,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:08-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:08-03:00 srv1 samba[782]: [2026/01/25 06:31:08.518669,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:08-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_gc._tcp.Default-First-Site-Name._sites] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:08-03:00 srv1 samba[782]: [2026/01/25 06:31:08.670076,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:08-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[_msdcs.empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.gc] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:08-03:00 srv1 samba[782]: [2026/01/25 06:31:08.790830,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:08-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:08-03:00 srv1 samba[782]: [2026/01/25 06:31:08.908315,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:08-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:09-03:00 srv1 samba[782]: [2026/01/25 06:31:09.058734,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:09-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:09-03:00 srv1 samba[782]: [2026/01/25 06:31:09.186323,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:09-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.DomainDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:09-03:00 srv1 samba[782]: [2026/01/25 06:31:09.303942,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:09-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:09-03:00 srv1 samba[782]: [2026/01/25 06:31:09.433305,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:09-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:09-03:00 srv1 samba[782]: [2026/01/25 06:31:09.563314,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:09-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:09-03:00 srv1 samba[782]: [2026/01/25 06:31:09.699556,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:09-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[_ldap._tcp.Default-First-Site-Name._sites.ForestDnsZones] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:09-03:00 srv1 samba[782]: [2026/01/25 06:31:09.829921,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:09-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:09-03:00 srv1 samba[782]: [2026/01/25 06:31:09.954273,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:09-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[srv1] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:10-03:00 srv1 samba[782]: [2026/01/25 06:31:10.130186,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:10-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
2026-01-25T06:31:10-03:00 srv1 samba[782]: [2026/01/25 06:31:10.370366,  0] lib/util/util_runcmd.c:355(samba_runcmd_io_handler)
2026-01-25T06:31:10-03:00 srv1 samba[782]:   /usr/sbin/samba_dnsupdate: ERROR(runtime): Record already exists; record could not be added. zone[empresa.local] name[@] [WERR_DNS_ERROR_RECORD_ALREADY_EXISTS] - (9711, 'WERR_DNS_ERROR_RECORD_ALREADY_EXISTS')
